coord,day,delay,description,end_date,from,geometry,hour,id,latitude,length,longitude,to
"{'x': -73.9624673, 'y': 40.7056031}",Wednesday,3,9,2020-02-19 17:58:00+00:00,Williamsburg Brg E,POINT (-73.9624673 40.7056031),17.0,TTL5164259768804019,40.70560310000001,154,-73.9624673,Brooklyn Queens Expy / Borinquen Pl
"{'x': -73.9630033, 'y': 40.7150759}",Thursday,0,4,2020-04-02 04:43:59+00:00,Berry St,POINT (-73.9630033 40.7150759),4.0,TTR5163682676014007,40.715075899999995,281,-73.9630033,Driggs Ave
"{'x': -73.9613248, 'y': 40.7052431}",Wednesday,3,9,2020-02-19 18:08:00+00:00,Williamsburg Bridge/Havemeyer St (S 5th St),POINT (-73.9613248 40.7052431),18.0,TTL5164259768806001,40.705243100000004,202,-73.9613248,Rodney St (S 5th St)
"{'x': -73.95365, 'y': 40.7071516}",Wednesday,2,3,2020-02-19 17:58:00+00:00,S 5th St / Roebling St,POINT (-73.95365 40.7071516),17.0,TTL5164259764804010,40.7071516,66,-73.95365,Brooklyn Queens Expy / Borinquen Pl
"{'x': -73.9451047, 'y': 40.7122075}",Wednesday,2,3,2020-02-19 17:58:00+00:00,Grand St,POINT (-73.9451047 40.7122075),17.0,TTL5164259788005000,40.7122075,375,-73.9451047,Brooklyn Queens Expy
"{'x': -73.9435055, 'y': 40.6982475}",Wednesday,3,9,2020-02-19 17:58:00+00:00,Broadway / Manhattan Ave,POINT (-73.9435055 40.6982475),17.0,TTL5165413926406002,40.6982475,144,-73.9435055,Graham Ave
"{'x': -73.9425621, 'y': 40.6959024}",Wednesday,1,2,2020-02-19 17:58:00+00:00,Lee Ave/Nostrand Ave (Flushing Ave),POINT (-73.9425621 40.6959024),17.0,TTL5165991020004002,40.695902399999994,361,-73.94256209999998,Bushwick Ave (Flushing Ave)
"{'x': -73.9346992, 'y': 40.7024968}",Wednesday,1,2,2020-02-19 17:58:00+00:00,Myrtle Ave (Broadway),POINT (-73.9346992 40.7024968),17.0,TTL5165991010405000,40.7024968,398,-73.93469920000003,Flushing Ave (Broadway)
"{'x': -74.0154883, 'y': 40.6400943}",Thursday,3,9,2020-02-20 02:25:00+00:00,6th Ave/Exit 20 (I-278),POINT (-74.0154883 40.6400943),2.0,TTL5164259736888000,40.640094299999994,13699,-74.01548829999999,Humboldt St/Meeker Ave/Exit 33 (I-278)
"{'x': -74.0155648, 'y': 40.6391618}",Wednesday,3,9,2020-02-19 17:44:00+00:00,6th Ave (Gowanus Expy E HOV Ln),POINT (-74.01556480000001 40.6391618),17.0,TTL5166567910400000,40.6391618,240,-74.01556479999998,I-278/57th St (Gowanus Expy E HOV Ln)
"{'x': -74.0240908, 'y': 40.6220763}",Monday,0,4,2020-03-30 04:43:59+00:00,Fort Hamilton Pkwy / 7th Ave,POINT (-74.0240908 40.6220763),4.0,TTR5168299143214001,40.622076299999996,312,-74.0240908,10th Ave
"{'x': -74.0137852, 'y': 40.6408651}",Wednesday,2,3,2020-02-19 17:45:00+00:00,7 Ave exit [20],POINT (-74.0137852 40.6408651),17.0,TTL5165990844800005,40.6408651,685,-74.0137852,exit [23]
"{'x': -74.0192387, 'y': 40.6373291}",Thursday,0,4,2020-02-20 04:59:00+00:00,65th St (7th Ave),POINT (-74.0192387 40.6373291),4.0,TTR5167722086405003,40.6373291,12,-74.0192387,I-278/67th St/Eirik Pl (7th Ave)
"{'x': -74.0182757, 'y': 40.6439103}",Wednesday,2,3,2020-02-19 17:58:00+00:00,Brooklyn Queens Expy,POINT (-74.0182757 40.6439103),17.0,TTL5166567917606001,40.643910299999995,457,-74.0182757,5th Ave
"{'x': -74.0179663, 'y': 40.6308988}",Wednesday,3,9,2020-02-19 17:58:00+00:00,7th Ave,POINT (-74.0179663 40.6308988),17.0,TTL5167722077606002,40.6308988,239,-74.0179663,8th Ave
"{'x': -74.0082104, 'y': 40.6462257}",Wednesday,1,2,2020-02-19 18:00:00+00:00,I-278 (I-478 HOV WB),POINT (-74.0082104 40.6462257),18.0,TTL5165413783225000,40.6462257,3355,-74.00821040000002,I-478/Gowanis Expy (I-478 HOV WB)
"{'x': -74.0082148, 'y': 40.6326834}",Wednesday,3,9,2020-02-19 17:58:00+00:00,7th Ave,POINT (-74.0082148 40.6326834),17.0,TTL5167144976005002,40.6326834,209,-74.00821479999998,7th Ave / 60th St
"{'x': -74.0077606, 'y': 40.6296653}",Wednesday,2,3,2020-02-19 18:06:00+00:00,65th St / 8th Ave,POINT (-74.0077606 40.6296653),18.0,TTL5167144976006002,40.6296653,805,-74.0077606,8th Ave / 55th St
"{'x': -74.0146034, 'y': 40.6306838}",Sunday,0,13,2020-02-23 04:59:59+00:00,8th Ave,POINT (-74.0146034 40.6306838),4.0,TTR5167722077606000,40.6306838,236,-74.01460340000001,Fort Hamilton Pkwy
"{'x': -74.0066631, 'y': 40.6378676}",Sunday,0,13,2020-02-23 04:59:59+00:00,8th Ave,POINT (-74.0066631 40.6378676),4.0,TTR5167722092007001,40.63786760000001,30,-74.0066631,Brooklyn
"{'x': -74.013381, 'y': 40.6497448}",Wednesday,2,3,2020-02-19 17:58:00+00:00,39th St (5th Ave),POINT (-74.013381 40.6497448),17.0,TTL5167145019206003,40.6497448,476,-74.01338100000002,60th St (5th Ave)
"{'x': -74.0112595, 'y': 40.6583855}",Wednesday,1,2,2020-02-19 17:58:00+00:00,NY-27/Prospect Expy (I-478 HOV WB),POINT (-74.01125949999999 40.6583855),17.0,TTL5166567953601000,40.6583855,1017,-74.0112595,I-278 (I-478 HOV WB)
"{'x': -74.0009926, 'y': 40.6334868}",Wednesday,2,3,2020-02-19 18:03:00+00:00,Fort Hamilton Pkwy,POINT (-74.0009926 40.6334868),18.0,TTL5167722077606006,40.63348679999999,475,-74.0009926,13th Ave
"{'x': -73.9802245, 'y': 40.6429496}",Wednesday,1,2,2020-02-19 17:58:00+00:00,Dahill Rd (39th St),POINT (-73.98022450000001 40.6429496),17.0,TTL5168299215205000,40.6429496,477,-73.9802245,Fort Hamilton Pkwy (39th St)
"{'x': -73.9829583, 'y': 40.6284259}",Monday,0,12,2020-03-30 04:43:59+00:00,18th Ave (McDonald Ave),POINT (-73.98295830000001 40.6284259),4.0,TTR5169453364005001,40.628425899999996,83,-73.98295829999998,Bay Pkwy (McDonald Ave)
"{'x': -73.972785, 'y': 40.6272885}",Wednesday,2,3,2020-02-19 17:58:00+00:00,65th St (18th Ave),POINT (-73.972785 40.6272885),17.0,TTL5169453355206002,40.6272885,385,-73.972785,Ocean Pkwy (18th Ave)
"{'x': -73.9796803, 'y': 40.6268047}",Monday,0,12,2020-03-30 04:43:59+00:00,Parkville Ave,POINT (-73.9796803 40.6268047),4.0,TTR5169453362406001,40.6268047,77,-73.9796803,Foster Ave
"{'x': -73.9656019, 'y': 40.6314443}",Monday,0,12,2020-03-30 04:43:59+00:00,Bay Pkwy (Ocean Pkwy),POINT (-73.9656019 40.6314443),4.0,TTR5170030472803001,40.6314443,30,-73.96560190000002,18th Ave (Ocean Pkwy)
"{'x': -73.9747726, 'y': 40.6348196}",Monday,0,12,2020-03-30 04:43:59+00:00,Ocean Pkwy,POINT (-73.97477259999999 40.6348196),4.0,TTR5170030464014001,40.6348196,307,-73.9747726,Seton Pl
"{'x': -73.9223517, 'y': 40.7137788}",Saturday,0,12,2020-03-28 04:43:59+00:00,Flushing Ave,POINT (-73.92235169999999 40.7137788),4.0,TTR5165991057606001,40.71377879999999,29,-73.9223517,Woodward Ave
"{'x': -73.9069644, 'y': 40.7208946}",Wednesday,2,3,2020-02-19 17:58:00+00:00,58th St/Maspeth Ave/56th Ter (Maurice Ave),POINT (-73.90696440000001 40.7208946),17.0,TTL5165414009604004,40.7208946,556,-73.9069644,I-495/Long Island Expy (Maurice Ave)
"{'x': -73.8959306, 'y': 40.7363257}",Thursday,0,1,2020-02-20 04:59:00+00:00,I-495/Long Island Expy/Exit 35 (I-278),POINT (-73.8959306 40.7363257),4.0,TTR5164836944800002,40.7363257,64,-73.8959306,65th Pl/Exit 36 (I-278)
"{'x': -73.905925, 'y': 40.7403917}",Thursday,0,4,2020-02-20 04:59:00+00:00,I-278/NY-25/66th St/Queens Blvd (65th Pl),POINT (-73.905925 40.7403917),4.0,TTR5164836955203001,40.7403917,57,-73.905925,Laurel Hill Blvd (65th Pl)
"{'x': -73.9042997, 'y': 40.7433811}",Sunday,0,8,2020-02-23 04:59:00+00:00,Queens Blvd/Exit 36B (I-278),POINT (-73.9042997 40.7433811),4.0,TTR5164836814712000,40.7433811,19420,-73.9042997,7th Ave/Exit 20 (I-278)
"{'x': -73.9005889, 'y': 40.7210362}",Thursday,0,7,2020-02-20 04:59:00+00:00,Maurice Ave/Exit 18 (I-495),POINT (-73.9005889 40.7210362),4.0,TTR5165413985600002,40.7210362,199,-73.9005889,74th St (I-495)
"{'x': -73.8853875, 'y': 40.7479311}",Wednesday,1,2,2020-02-19 17:58:00+00:00,Roosevelt Ave,POINT (-73.88538749999999 40.7479311),17.0,TTL5164836984005000,40.747931099999995,194,-73.8853875,37th Ave
"{'x': -73.8872532, 'y': 40.7075468}",Thursday,0,13,2020-10-01 03:59:59+00:00,Fresh Pond Rd (Metropolitan Ave),POINT (-73.8872532 40.7075468),3.0,TTR5167722333604000,40.707546799999996,55,-73.8872532,80th St (Metropolitan Ave)
"{'x': -73.8860968, 'y': 40.7168876}",Thursday,0,13,2020-10-01 03:59:59+00:00,80th St (Metropolitan Ave),POINT (-73.8860968 40.7168876),3.0,TTR5167722348004001,40.7168876,55,-73.8860968,Fresh Pond Rd (Metropolitan Ave)
"{'x': -73.8906624, 'y': 40.7503449}",Wednesday,1,2,2020-02-19 17:58:00+00:00,NY-25A/Northern Blvd (82nd St),POINT (-73.8906624 40.7503449),17.0,TTL5164836983204003,40.750344899999995,376,-73.89066240000002,Roosevelt Ave (82nd St)
"{'x': -73.8901357, 'y': 40.7473752}",Saturday,0,13,2020-02-22 04:59:59+00:00,NY-25A/Northern Blvd (82nd St),POINT (-73.8901357 40.7473752),4.0,TTR5164836983204002,40.7473752,37,-73.8901357,Roosevelt Ave (82nd St)
"{'x': -73.8655528, 'y': 40.7299748}",Thursday,0,4,2020-02-20 04:59:00+00:00,Woodhaven Blvd,POINT (-73.8655528 40.7299748),4.0,TTR5167145304012001,40.729974799999994,273,-73.86555279999997,Long Island Expy W
"{'x': -73.8648807, 'y': 40.731106}",Wednesday,0,6,2020-02-19 19:45:00+00:00,I-495/Long Island Expy (Woodhaven Blvd),POINT (-73.8648807 40.731106),19.0,TTR5167145291203001,40.731106,18,-73.8648807,Queens Blvd (Woodhaven Blvd)
"{'x': -73.9803395, 'y': 40.7710141}",Wednesday,3,9,2020-02-19 19:43:00+00:00,8th Ave (W 57th St),POINT (-73.9803395 40.7710141),19.0,TTL5159066107204025,40.7710141,227,-73.9803395,9th Ave (W 57th St)
"{'x': -74.000237, 'y': 40.7535578}",Wednesday,1,2,2020-02-19 19:44:00+00:00,30th St (NY-9A),POINT (-74.000237 40.7535578),19.0,TTL5158488962401015,40.7535578,897,-74.000237,42nd St (NY-9A)
"{'x': -74.0094005, 'y': 40.7451211}",Wednesday,1,2,2020-02-19 19:43:00+00:00,W 23rd St (9th Ave),POINT (-74.0094005 40.7451211),19.0,TTL5159066013612000,40.7451211,211,-74.0094005,W 14th St (9th Ave)
"{'x': -74.0000362, 'y': 40.7496049}",Wednesday,1,2,2020-02-19 19:50:00+00:00,Dyer Ave (W 34th St),POINT (-74.0000362 40.7496049),19.0,TTL5159643129609013,40.7496049,627,-74.00003620000003,7th Ave/Fashion Ave (W 34th St)
"{'x': -74.0000978, 'y': 40.7431212}",Wednesday,2,3,2020-02-19 19:56:00+00:00,8th Ave,POINT (-74.00009780000001 40.7431212),19.0,TTL5159643129606006,40.7431212,778,-74.0000978,Broadway
"{'x': -73.9934079, 'y': 40.7617981}",Wednesday,1,2,2020-02-19 19:54:00+00:00,10th Ave/40th St (NY-495),POINT (-73.99340789999999 40.7617981),19.0,TTL5158488984000015,40.7617981,2539,-73.99340790000002,Toll Plaza (NJ-495)
"{'x': -73.9992266, 'y': 40.7443433}",Wednesday,3,9,2020-02-19 19:43:00+00:00,8th Ave,POINT (-73.9992266 40.7443433),19.0,TTL5159643129606000,40.7443433,272,-73.9992266,7th Ave
"{'x': -74.0013837, 'y': 40.7561217}",Wednesday,3,9,2020-02-19 19:43:00+00:00,NY-495/Lincoln Tunnel (9th Ave),POINT (-74.00138370000001 40.7561217),19.0,TTL5159066042412025,40.7561217,383,-74.0013837,Lincoln Tunnel (9th Ave)
"{'x': -73.9988826, 'y': 40.7458178}",Wednesday,1,2,2020-02-19 19:45:00+00:00,9th Ave (W 30th St),POINT (-73.9988826 40.7458178),19.0,TTL5159643129604026,40.7458178,720,-73.99888259999999,Broadway (W 30th St)
"{'x': -73.991994, 'y': 40.7479217}",Wednesday,1,2,2020-02-19 19:43:00+00:00,6th Ave/Avenue of the Americas (W 23rd St),POINT (-73.99199400000001 40.7479217),19.0,TTL5159643115212005,40.7479217,335,-73.99199399999998,8th Ave (W 23rd St)
"{'x': -73.9978501, 'y': 40.7535946}",Wednesday,1,2,2020-02-19 20:01:00+00:00,W 40 St exit [6],POINT (-73.99785009999999 40.7535946),20.0,TTL5159066064004035,40.7535946,944,-73.9978501,Avenue of the Americas
"{'x': -73.9997593, 'y': 40.774004}",Wednesday,2,3,2020-02-19 19:43:00+00:00,NY-9A/72nd St/Exit 9 (NY-9A),POINT (-73.99975929999999 40.774004),19.0,TTL5157334816001007,40.774004,149,-73.9997593,57th St (NY-9A)
"{'x': -73.9876589, 'y': 40.7504799}",Wednesday,1,2,2020-02-19 19:44:00+00:00,34th St (8th Ave),POINT (-73.9876589 40.7504799),19.0,TTL5159066056804066,40.7504799,574,-73.9876589,W 42nd St (8th Ave)
"{'x': -73.9873677, 'y': 40.7406652}",Wednesday,1,2,2020-02-19 19:45:00+00:00,W 23rd St (6th Ave),POINT (-73.98736769999999 40.7406652),19.0,TTL5159643122406000,40.7406652,634,-73.98736770000002,W 34th St (6th Ave)
"{'x': -73.989257, 'y': 40.7435498}",Wednesday,3,9,2020-02-19 19:47:00+00:00,5th Ave (19th St),POINT (-73.98925699999999 40.7435498),19.0,TTL5160220209606005,40.7435498,498,-73.989257,7th Ave (W 19th St)
"{'x': -73.9892027, 'y': 40.7419965}",Wednesday,2,3,2020-02-19 19:48:00+00:00,5th Ave / E 17th St,POINT (-73.98920270000001 40.7419965),19.0,TTL5160220209606001,40.7419965,859,-73.9892027,8th Ave
"{'x': -73.9974064, 'y': 40.7513793}",Wednesday,2,3,2020-02-19 19:43:00+00:00,W 34th St (7th Ave),POINT (-73.9974064 40.7513793),19.0,TTL5159643136812020,40.7513793,393,-73.9974064,W 23rd St (7th Ave)
"{'x': -73.9889602, 'y': 40.7531756}",Wednesday,2,3,2020-02-19 19:59:00+00:00,7th Ave (W 31st St),POINT (-73.98896019999999 40.7531756),19.0,TTL5159643144014004,40.7531756,549,-73.98896020000002,NY-495/Lincoln Tunnel Expy/Dyer Ave (W 31st St)
"{'x': -73.9946111, 'y': 40.7506108}",Wednesday,1,2,2020-02-19 19:43:00+00:00,8th Ave,POINT (-73.9946111 40.7506108),19.0,TTL5159066064014000,40.7506108,277,-73.99461109999999,7th Ave
"{'x': -73.9945053, 'y': 40.7489542}",Wednesday,1,2,2020-02-19 19:48:00+00:00,8th Ave,POINT (-73.9945053 40.7489542),19.0,TTL5158488969614001,40.7489542,756,-73.9945053,5th Ave / E 36th St
"{'x': -73.994328, 'y': 40.7373068}",Wednesday,1,2,2020-02-19 19:50:00+00:00,Avenue of the Americas,POINT (-73.994328 40.7373068),19.0,TTL5160797289606000,40.7373068,740,-73.994328,3rd Ave
"{'x': -73.9879392, 'y': 40.7494946}",Wednesday,2,3,2020-02-19 19:47:00+00:00,Avenue of the Americas,POINT (-73.9879392 40.7494946),19.0,TTL5159643144014000,40.7494946,547,-73.9879392,8th Ave
"{'x': -73.9876154, 'y': 40.7477529}",Wednesday,1,2,2020-02-19 19:43:00+00:00,5th Ave,POINT (-73.9876154 40.7477529),19.0,TTL5159643115214002,40.7477529,399,-73.98761540000002,7th Ave
"{'x': -73.987091, 'y': 40.7507682}",Wednesday,1,2,2020-02-19 19:43:00+00:00,Avenue of the Americas,POINT (-73.98709100000001 40.7507682),19.0,TTL5159643144014006,40.7507682,545,-73.987091,8th Ave
"{'x': -73.9848402, 'y': 40.7547949}",Wednesday,1,2,2020-02-19 19:47:00+00:00,Broadway,POINT (-73.98484019999999 40.7547949),19.0,TTL5159066049606005,40.75479489999999,765,-73.9848402,Dyer Ave
"{'x': -73.9843966, 'y': 40.756209}",Wednesday,3,9,2020-02-19 19:43:00+00:00,Broadway,POINT (-73.9843966 40.756209),19.0,TTL5159066049606001,40.75620900000001,168,-73.9843966,7th Ave
"{'x': -73.98442, 'y': 40.7594537}",Wednesday,1,2,2020-02-19 19:43:00+00:00,7th Ave/Times Sq (W 41st St),POINT (-73.98442 40.7594537),19.0,TTL5159066078414004,40.7594537,272,-73.98442,8th Ave (W 41st St)
"{'x': -73.9839785, 'y': 40.7601607}",Wednesday,2,3,2020-02-19 19:43:00+00:00,7th Ave (W 42nd St),POINT (-73.98397850000001 40.7601607),19.0,TTL5159066078404041,40.7601607,274,-73.9839785,8th Ave (W 42nd St)
"{'x': -73.9813464, 'y': 40.7489284}",Wednesday,2,3,2020-02-19 19:43:00+00:00,W 34th St (6th Ave),POINT (-73.98134640000001 40.7489284),19.0,TTL5160220216806003,40.7489284,313,-73.9813464,W 42nd St (6th Ave)
"{'x': -73.9802675, 'y': 40.741743}",Wednesday,2,3,2020-02-19 19:44:00+00:00,E 23rd St (Madison Ave),POINT (-73.9802675 40.741743),19.0,TTL5160220188006006,40.741743,562,-73.98026750000002,E 39th St (Madison Ave)
"{'x': -73.988653, 'y': 40.7481212}",Wednesday,1,2,2020-02-19 19:47:00+00:00,Avenue of the Americas,POINT (-73.988653 40.7481212),19.0,TTL5159066064006000,40.74812120000001,587,-73.988653,Park Ave
"{'x': -73.9821416, 'y': 40.752782}",Wednesday,2,3,2020-02-19 19:44:00+00:00,E 34th St/5th Ave (W 34th St),POINT (-73.98214160000001 40.752782),19.0,TTL5159643144017007,40.752782,533,-73.98214159999998,7th Ave/Fashion Ave (W 34th St)
"{'x': -73.9809992, 'y': 40.7547822}",Wednesday,1,2,2020-02-19 19:43:00+00:00,5th Ave / E 37th St,POINT (-73.9809992 40.7547822),19.0,TTL5160220238414005,40.7547822,340,-73.98099920000001,Broadway
"{'x': -73.9805964, 'y': 40.7661284}",Wednesday,2,3,2020-02-19 19:43:00+00:00,Broadway (W 51st St),POINT (-73.9805964 40.7661284),19.0,TTL5159066078406015,40.7661284,195,-73.98059640000002,8th Ave (W 51st St)
"{'x': -73.9887381, 'y': 40.7632697}",Wednesday,2,3,2020-02-19 19:43:00+00:00,W 50th St (7th Ave),POINT (-73.98873810000001 40.7632697),19.0,TTL5159643165612000,40.7632697,239,-73.98873809999998,Broadway/W 45th St (7th Ave)
"{'x': -73.9861865, 'y': 40.7520415}",Wednesday,3,9,2020-02-19 19:52:00+00:00,Avenue of the Americas,POINT (-73.9861865 40.7520415),19.0,TTL5159643158414000,40.7520415,464,-73.9861865,Madison Ave
"{'x': -73.9795984, 'y': 40.7492326}",Wednesday,2,3,2020-02-19 19:59:00+00:00,2nd Ave (E 31st St),POINT (-73.9795984 40.7492326),19.0,TTL5160220238414002,40.7492326,629,-73.9795984,7th Ave (W 31st St)
"{'x': -73.9792888, 'y': 40.7556872}",Wednesday,2,3,2020-02-19 19:43:00+00:00,5th Ave (E 39th St),POINT (-73.97928880000001 40.7556872),19.0,TTL5159643144014008,40.7556872,308,-73.97928879999998,8th Ave (W 39th St)
"{'x': -73.9773134, 'y': 40.7507506}",Wednesday,1,2,2020-02-19 19:43:00+00:00,3rd Ave (E 34th St),POINT (-73.9773134 40.7507506),19.0,TTL5160220238409020,40.7507506,411,-73.97731340000001,W 34th St/5th Ave (E 34th St)
"{'x': -73.9816323, 'y': 40.7566842}",Wednesday,2,3,2020-02-19 19:47:00+00:00,Avenue of the Americas,POINT (-73.9816323 40.7566842),19.0,TTL5160220252814000,40.7566842,527,-73.9816323,Park Ave
"{'x': -73.9748181, 'y': 40.7587868}",Wednesday,1,2,2020-02-19 19:47:00+00:00,Madison Ave,POINT (-73.97481809999999 40.7587868),19.0,TTL5159643172806008,40.7587868,737,-73.9748181,7th Ave
"{'x': -73.9720422, 'y': 40.7530356}",Wednesday,2,3,2020-02-19 19:49:00+00:00,E 42nd St (Madison Ave),POINT (-73.9720422 40.7530356),19.0,TTL5159643151214000,40.7530356,1047,-73.9720422,E 59th St (Madison Ave)
"{'x': -73.9803143, 'y': 40.7544967}",Wednesday,1,2,2020-02-19 19:43:00+00:00,5th Ave (50th St),POINT (-73.9803143 40.7544967),19.0,TTL5159643158406006,40.7544967,299,-73.98031429999997,Park Ave (E 50th St)
"{'x': -73.9737115, 'y': 40.7517199}",Wednesday,1,2,2020-02-19 19:43:00+00:00,3rd Ave (E 37th St),POINT (-73.97371149999999 40.7517199),19.0,TTL5160797332804049,40.7517199,300,-73.9737115,Park Ave (E 37th St)
"{'x': -73.9792585, 'y': 40.7573204}",Wednesday,1,2,2020-02-19 19:50:00+00:00,W 56 St exit [7],POINT (-73.9792585 40.7573204),19.0,TTL5159643158406003,40.7573204,555,-73.9792585,Lexington Ave
"{'x': -73.9725019, 'y': 40.7594544}",Wednesday,1,2,2020-02-19 19:50:00+00:00,Park Ave,POINT (-73.9725019 40.7594544),19.0,TTL5159643172806022,40.7594544,884,-73.97250190000003,7th Ave
"{'x': -73.9799308, 'y': 40.7588746}",Wednesday,2,3,2020-02-19 19:47:00+00:00,E 57th St (Park Ave),POINT (-73.97993080000001 40.7588746),19.0,TTL5160220231205008,40.75887460000001,801,-73.97993079999998,E 34th St (Park Ave)
"{'x': -73.9798619, 'y': 40.7645403}",Wednesday,1,2,2020-02-19 19:48:00+00:00,57th St (5th Ave),POINT (-73.9798619 40.7645403),19.0,TTL5159643165621000,40.7645403,796,-73.9798619,34th St (5th Ave)
"{'x': -73.9686112, 'y': 40.7491246}",Wednesday,1,2,2020-02-19 19:46:00+00:00,E 42nd St (3rd Ave),POINT (-73.9686112 40.7491246),19.0,TTL5160220245605004,40.7491246,954,-73.96861120000001,E 57th St (3rd Ave)
"{'x': -73.9704571, 'y': 40.7618715}",Wednesday,3,9,2020-02-19 20:01:00+00:00,3rd Ave (E 51st St),POINT (-73.9704571 40.7618715),20.0,TTL5159643172806015,40.76187150000001,634,-73.9704571,6th Ave/Avenue of the Americas (W 51st St)
"{'x': -73.9701571, 'y': 40.7477308}",Wednesday,1,2,2020-02-19 19:44:00+00:00,FDR Dr (E 34th St),POINT (-73.97015709999999 40.7477308),19.0,TTL5160797304001010,40.7477308,198,-73.9701571,I-495/Tunnel Exit St (E 34th St)
"{'x': -73.9778218, 'y': 40.758695}",Wednesday,1,2,2020-02-19 19:44:00+00:00,E 57th St (Lexington Ave),POINT (-73.9778218 40.758695),19.0,TTL5159643165614000,40.758695,642,-73.9778218,E 42nd St (Lexington Ave)
"{'x': -73.9753582, 'y': 40.7581943}",Wednesday,1,2,2020-02-19 19:43:00+00:00,5th Ave (E 57th St),POINT (-73.9753582 40.7581943),19.0,TTL5159066064004135,40.7581943,463,-73.9753582,3rd Ave (E 57th St)
"{'x': -73.9680484, 'y': 40.7559449}",Wednesday,2,3,2020-02-19 19:44:00+00:00,2nd Ave (E 45th St),POINT (-73.9680484 40.7559449),19.0,TTL5160220238406008,40.7559449,346,-73.9680484,Lexington Ave (E 45th St)
"{'x': -73.966798, 'y': 40.7529028}",Wednesday,1,2,2020-02-19 19:56:00+00:00,FDR Dr Service Rd (E 42nd St),POINT (-73.966798 40.7529028),19.0,TTL5160797332804018,40.7529028,835,-73.966798,6th Ave/Avenue of the Americas (W 42nd St)
"{'x': -73.9664208, 'y': 40.7617971}",Wednesday,1,2,2020-02-19 19:46:00+00:00,3rd Ave,POINT (-73.96642079999999 40.7617971),19.0,TTL5159643172806003,40.7617971,620,-73.9664208,5th Ave / W 53rd St
"{'x': -73.9632143, 'y': 40.7651484}",Wednesday,3,9,2020-02-19 19:59:00+00:00,E 59th St (Madison Ave),POINT (-73.9632143 40.7651484),19.0,TTL5159066085606004,40.7651484,1227,-73.96321429999998,E 84th St (Madison Ave)
"{'x': -73.9655229, 'y': 40.7630705}",Wednesday,2,3,2020-02-19 19:43:00+00:00,3rd Ave,POINT (-73.9655229 40.7630705),19.0,TTL5160220267206004,40.76307050000001,618,-73.96552290000002,5th Ave / W 55th St
"{'x': -73.964762, 'y': 40.7669593}",Wednesday,2,3,2020-02-19 19:45:00+00:00,3rd Ave (E 60th St),POINT (-73.96476199999999 40.7669593),19.0,TTL5159643172812008,40.7669593,163,-73.964762,Park Ave (E 60th St)
"{'x': -73.9721763, 'y': 40.7695255}",Wednesday,2,3,2020-02-19 19:43:00+00:00,E 66th St (Park Ave),POINT (-73.9721763 40.7695255),19.0,TTL5159066100036012,40.7695255,319,-73.97217629999999,E 57th St (Park Ave)
"{'x': -73.972108, 'y': 40.7596351}",Wednesday,1,2,2020-02-19 19:43:00+00:00,57th St (2nd Ave),POINT (-73.97210800000001 40.7596351),19.0,TTL5160797325605001,40.7596351,872,-73.97210799999998,42nd St (2nd Ave)
"{'x': -73.9577555, 'y': 40.7695538}",Wednesday,3,9,2020-02-19 19:46:00+00:00,E 66th St (Park Ave),POINT (-73.9577555 40.7695538),19.0,TTL5159066114436001,40.7695538,403,-73.9577555,E 79th St (Park Ave)
"{'x': -73.9940163, 'y': 40.6856027}",Thursday,1,2,2020-02-20 01:03:00+00:00,Hamilton Ave/Exit 26 (I-278),POINT (-73.9940163 40.6856027),1.0,TTL5163682616824000,40.6856027,923,-73.9940163,Brooklyn Bridge/Cadman Plz/Exit 28 (I-278)
